t(sec)	BaseTemp(C)	D1C(A)	D2C(A)	D1T(C)	D2T(C)	VT(C)	LBOT(C)	ET(C)	Power(W)
16895.9	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
16916.2	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3655.0
16936.5	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3650.0
16956.7	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
16977.0	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3653.0
16997.3	 31.93	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
17017.6	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3651.0
17037.8	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3649.0
17058.1	 31.90	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  50.9	3650.0
17078.4	 31.90	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3652.0
17098.7	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
17119.0	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3644.0
17139.3	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3654.0
17159.5	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
17179.8	 31.92	 45.2	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3650.0
17200.1	 31.90	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3651.0
17220.4	 31.90	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3651.0
17240.6	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3648.0
17260.9	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3651.0
17281.2	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3649.0
17301.5	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
17321.8	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
17342.0	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
17362.3	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3649.0
17382.6	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
17402.9	 31.96	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3652.0
17423.2	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
17443.5	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
17463.8	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
17484.1	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
17504.3	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
17524.6	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
17544.9	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3648.0
17565.2	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
17585.4	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3645.0
17605.7	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3648.0
17626.0	 31.96	 45.4	 45.8	  25.6	  22.9	   30.1	  147.7	  51.0	3644.0
17646.3	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3647.0
17666.6	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
17686.9	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
17707.2	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
17727.5	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3648.0
17747.7	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3647.0
17768.0	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3649.0
17788.3	 31.99	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
17808.6	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3646.0
17828.8	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3646.0
17849.1	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3648.0
17869.4	 32.02	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3646.0
17889.6	 32.02	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
17909.9	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
17930.2	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3648.0
17950.5	 31.99	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
17970.8	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3645.0
17991.1	 32.03	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3643.0
18011.4	 32.02	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3646.0
18031.7	 32.02	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3648.0
18051.9	 32.00	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
18072.2	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3646.0
18092.5	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3646.0
18112.7	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3648.0
18133.0	 32.00	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3649.0
18153.3	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3649.0
18173.6	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3648.0
18193.8	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3647.0
18214.1	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
18234.4	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3641.0
18254.7	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
18275.0	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3649.0
18295.3	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3644.0
18315.6	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
18335.9	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3645.0
18356.1	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3647.0
18376.4	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3642.0
18396.7	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3645.0
18417.0	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
18437.3	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3642.0
18457.6	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3645.0
18477.8	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3645.0
18498.2	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3636.0
18518.5	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3643.0
18538.8	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
18559.1	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3645.0
18579.4	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3647.0
18599.7	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3648.0
18620.0	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3648.0
18640.3	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
18660.5	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3646.0
18680.8	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3647.0
18701.1	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3649.0
18721.4	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3638.0
18741.7	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
18762.0	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
18782.2	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3647.0
18802.5	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3647.0
18822.7	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
18843.0	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3646.0
18863.3	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
18883.5	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
18903.8	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
18924.1	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3645.0
18944.4	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3640.0
18964.7	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3649.0
18985.0	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
19005.3	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3644.0
19025.6	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
19045.8	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3646.0
19066.1	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3646.0
19086.4	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
19106.8	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3643.0
19127.1	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3647.0
19147.4	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
19167.6	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3646.0
19187.9	 31.96	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3646.0
19208.2	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3647.0
19228.5	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
19248.8	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3646.0
19269.1	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
19289.4	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3645.0
19309.7	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3643.0
19330.0	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3648.0
19350.2	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
19370.5	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3647.0
19390.8	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3642.0
19411.1	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3647.0
19431.4	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3638.0
19451.7	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3646.0
19472.0	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3647.0
19492.2	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
19512.5	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3643.0
19532.8	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
19553.1	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3644.0
19573.4	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3639.0
19593.6	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3644.0
19613.9	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3644.0
19634.2	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
19654.4	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
19674.7	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
19695.0	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3646.0
19715.4	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3639.0
19735.7	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3645.0
19756.1	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
19776.3	 31.97	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3646.0
19796.6	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
19816.9	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
19837.2	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
19857.5	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3642.0
19877.8	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
19898.0	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3642.0
19918.3	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3649.0
19938.6	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3643.0
19958.9	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
19979.1	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3641.0
19999.4	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
20019.7	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3645.0
20040.0	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3643.0
20060.3	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
20080.5	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3642.0
20100.8	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
20121.1	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3643.0
20141.4	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3641.0
20161.7	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
20181.9	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3646.0
20202.2	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
20222.5	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
20242.8	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
20263.0	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3645.0
20283.3	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3641.0
20303.6	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
20323.9	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
20344.2	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3644.0
20364.5	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
20384.8	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3641.0
20405.0	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
20425.3	 31.94	 45.4	 45.8	  25.6	  22.8	   30.0	  147.8	  51.1	3637.0
20445.6	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3641.0
20465.9	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3642.0
20486.2	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3642.0
20506.5	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3647.0
20526.7	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
20547.1	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3645.0
20567.4	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3643.0
20587.6	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
20607.9	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
20628.2	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3646.0
20648.4	 31.96	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
20668.7	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3644.0
20689.1	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3642.0
20709.4	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3641.0
20729.7	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3645.0
20750.0	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3647.0
20770.3	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
20790.6	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
20810.9	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3644.0
20831.2	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3644.0
20851.4	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3637.0
20871.7	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3644.0
20892.0	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3645.0
20912.3	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
20932.5	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3642.0
20952.8	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
20973.1	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
20993.4	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
21013.7	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3642.0
21034.0	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
21054.2	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3645.0
21074.5	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
21094.8	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
21115.1	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
21135.4	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3645.0
21155.6	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
21176.0	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3642.0
21196.3	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
21216.6	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3645.0
21236.9	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3640.0
21257.2	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3641.0
21277.5	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3644.0
21297.7	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3635.0
21318.0	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3638.0
21338.2	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
21358.5	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3645.0
21378.8	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
21399.1	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
21419.4	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
21439.7	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3646.0
21459.9	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
21480.2	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3645.0
21500.5	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3643.0
21520.8	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3648.0
21541.1	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3642.0
21561.3	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3642.0
21581.6	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3646.0
21601.9	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3644.0
21622.2	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3637.0
21642.5	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3640.0
21662.8	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3643.0
21683.0	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3644.0
21703.3	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3642.0
21723.6	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
21743.8	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
21764.1	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3643.0
21784.4	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
21804.7	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3646.0
21825.0	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3635.0
21845.2	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3638.0
21865.5	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3639.0
21885.8	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3642.0
21906.0	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3644.0
21926.3	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3645.0
21946.6	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3645.0
21966.8	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
21987.1	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3635.0
22007.4	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3641.0
22027.7	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3641.0
22048.1	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
22068.4	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3642.0
22088.7	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
22109.0	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3639.0
22129.3	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
22149.6	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3641.0
22169.9	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3643.0
22190.1	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3634.0
22210.4	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3644.0
22230.7	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3645.0
22251.0	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3640.0
22271.3	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
22291.5	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
22311.8	 32.00	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3642.0
22332.1	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3641.0
22352.4	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3639.0
22372.7	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
22393.0	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3641.0
22413.2	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3640.0
22433.5	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3643.0
22453.8	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
22474.0	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3642.0
22494.3	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3640.0
22514.6	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3637.0
